,Role,Tags,Additional
1206,Senior Embedded Developer,"[' C++', ' c', ' C/C++', ' Embedded', ' Microcontrolers', ' English', ' Networking']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': '', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' No '}"
1207,Senior Embedded Software Engineer,"[' Linux', ' c', ' Python', ' Embedded Linux', ' English', ' Bash']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (4 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
1208,Senior Embedded Software Engineer,"[' Linux', ' c', ' Python', ' Embedded Linux', ' English', ' Bash']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (4 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
1209,Senior Enterprise Java Developer,"[' Java', ' Hibernate', ' Maven', ' Java EE', ' JPA', ' EJB', ' JAX-WS', ' English', ' Communication skills', ' analytical thinking', ' Spring', ' Docker', ' angular', ' Kubernetes', ' Spring Cloud', ' MicroService']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1210,Senior Front-End Dev [Machine Learning],"[' React', ' Redux', ' Git', ' English', ' TypeScript']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1211,Senior Front-end Developer,"[' JavaScript', ' CSS', ' HTML', ' Working experience with at least one of those framework...', ' English', ' Team player', ' Communication skills', ' Proactivity', ' Angular', ' React', ' vue.js', ' Redux']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' No '}"
1212,Senior Front-end Developer with Angular,"[' Angular', ' JavaScript', ' CSS', ' HTML', ' Git', ' Karma', ' Angular Material', ' Jasmine', ' Jenkins', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving', ' React', ' Node.js']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Freedom to choose tools ': ' Yes '}"
1213,Senior Front-end Developer with Angular,"[' Angular', ' JavaScript', ' CSS', ' HTML', ' Git', ' Karma', ' Angular Material', ' Jasmine', ' Jenkins', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving', ' React', ' Node.js']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Freedom to choose tools ': ' Yes '}"
1214,Senior Front-end Developer with Angular,"[' Angular', ' JavaScript', ' CSS', ' HTML', ' Git', ' Karma', ' Angular Material', ' Jasmine', ' Jenkins', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving', ' React', ' Node.js']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Freedom to choose tools ': ' Yes '}"
1215,Senior Front-end Developer with Angular,"[' Angular', ' JavaScript', ' CSS', ' HTML', ' Git', ' Karma', ' Angular Material', ' Jasmine', ' Jenkins', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving', ' React', ' Node.js']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Freedom to choose tools ': ' Yes '}"
1216,Senior Frontend (Angular) Developer,"[' Angular', ' JavaScript', ' CSS', ' HTML', ' TypeScript', ' Git', ' jQuery', ' Team player', ' Communication skills', ' Sass', ' REST', ' Bootstrap', ' Karma', ' gulp', ' webpack', ' RxJS', ' Less', ' English', ' Critical thinking', ' Problem solving', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1217,Senior Frontend (Angular) Developer,"[' Angular', ' JavaScript', ' CSS', ' HTML', ' TypeScript', ' Git', ' jQuery', ' Team player', ' Communication skills', ' Sass', ' REST', ' Bootstrap', ' Karma', ' gulp', ' webpack', ' RxJS', ' Less', ' English', ' Critical thinking', ' Problem solving', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1218,Senior Frontend Application Developer,"[' React', ' JavaScript', ' CSS', ' HTML', ' Angular', ' English', ' Communication skills', ' Redux', ' Git', ' REST', ' Sass']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': '', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
1219,Senior Frontend Developer,"[' React', ' JavaScript', ' CSS', ' HTML', ' Sass', ' ES5+', ' rwd', ' less', ' Critical thinking', ' Problem solving', ' Redux', ' Git', ' TypeScript', ' NEXT.JS', ' NPM/YARN', ' Mocha/Jasmine', ' Karma', ' Chai']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1220,Senior Frontend Developer,"[' HTML&CSS', ' JavaScript', ' Sass', ' Less', ' webpack', ' BEM', ' RWD', ' GIT/ GITLAB', ' English', ' Photoshop', ' CMS Systems', ' REST/ SOAP', ' WCAG', ' JIRA', ' Confluence', ' React']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
1221,Senior Frontend Developer,"[' JavaScript', ' Git', ' TypeScript', ' React', ' HTML', ' CSS3', ' JS (ES6)', ' RWD', ' React.js', ' English', ' Polish', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' REST API', ' SCRUM', ' analytical skills', ' keep focus on the high world-class quality']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' Yes '}"
1222,Senior Frontend Developer,"[' React', ' JavaScript', ' CSS', ' HTML', ' Git', ' REST', ' bootstrap', ' python']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1223,Senior Frontend Developer,"[' JavaScript', ' jQuery', ' Angular', ' CSS', ' HTML', ' 5+ years of experience']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1224,Senior Frontend Developer,"[' Angular', ' JavaScript', ' CSS', ' HTML', ' TypeScript', ' Git', ' English', ' Polish', ' Team player', ' RxJS', ' jQuery', ' Less', ' Communication skills', ' Leadership skills', ' Problem solving', ' Proactivity']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1225,Senior Frontend Developer,"[' JavaScript', ' Git', ' TypeScript', ' ECMAScript', ' jQuery', ' React', ' CSS', ' HTML', ' webpack', ' Sass', ' Less', ' gulp', ' vue.js']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1226,Senior Frontend Engineer,"[' JavaScript', ' React or Redux']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1227,Senior Frontend Engineer,"[' JavaScript', ' Git', ' typescript', ' HTML5', ' CSS3', ' ReactJS', ' Redux / Flux like state management', ' DOM APIs', ' design patterns', ' linux', ' Proactivity', ' Functional oriented programming / OOP', ' clean code', ' Passion for self-improvement', ' RxJS / Observables', ' rwd', ' jest']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes ', ' Remote ': None}"
1228,Senior Frontend Engineer Remote,"[' React', ' JavaScript', ' CSS', ' HTML', ' UI/UX skills', ' In-depth HTTP knowledge', ' English', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' Sense of ownership', ' REST', ' webpack', ' TypeScript', ' OpenAPI', ' API Design', ' GraphQL', ' Tailwind CSS', ' Electron', ' Mobx', ' Tech conferences speaker', ' Functional Programming']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes ', ' Remote work ': None, ' Retreats ': None}"
1229,Senior Frontend Engineer Remote,"[' React', ' JavaScript', ' CSS', ' HTML', ' UI/UX skills', ' In-depth HTTP knowledge', ' English', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' Sense of ownership', ' REST', ' webpack', ' TypeScript', ' OpenAPI', ' API Design', ' GraphQL', ' Tailwind CSS', ' Electron', ' Mobx', ' Tech conferences speaker', ' Functional Programming']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes ', ' Remote work ': None, ' Retreats ': None}"
1230,Senior Frontend Engineer Remote,"[' React', ' JavaScript', ' CSS', ' HTML', ' UI/UX skills', ' In-depth HTTP knowledge', ' English', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' Sense of ownership', ' REST', ' webpack', ' TypeScript', ' OpenAPI', ' API Design', ' GraphQL', ' Tailwind CSS', ' Electron', ' Mobx', ' Tech conferences speaker', ' Functional Programming']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes ', ' Remote work ': None, ' Retreats ': None}"
1231,Senior Frontend JavaScript Developer,"[' JavaScript', ' REST', ' MongoDB', ' Angular/React', ' HTML5/CSS3', ' Architecture', ' English', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' Blogging', ' Conference speaker']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' Yes '}"
1232,Senior frontend - React.js fejlesztő,"[' React', ' JavaScript', ' CSS', ' Redux', ' TypeScript', ' GraphQL', ' Hungarian', ' React Native']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes ', ' Home office lehetőség ': None}"
1233,Senior Full Stack Developer,"[' .NET', ' Entity Framework', ' Azure', ' SQL Server', ' JavaScript', ' Angular', ' SQL', ' HTML', ' CSS', ' MS SQL', ' TypeScript', ' React', ' Dev Ops', ' C#', ' .Net Core', ' ASP.NET Core', ' Node', ' Implemented Portals', ' English', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' Flexibility', ' Creative thinking']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
1234,Senior Full-Stack DevOps Engineer,"[' Docker', ' Nginx', ' Azure', ' Kubernetes', ' MongoDB', ' RabbitMQ', ' Redis', ' JWT Tokens', ' oAuth', ' Mlab', ' CloudAMQP', ' Datadog', ' Sendgrid', ' JavaScript', ' C#', ' Garmin', ' Strava', ' Runkeeper', ' Fitbit', ' Start2Run', ' English', ' Team player', ' Problem solving']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' Yes '}"
1235,Senior Full stack .NET Developer,"[' .NET', ' Entity Framework', ' MVC', ' .NET Core', ' Azure', ' REST', ' SQL Server', ' JavaScript', ' SQL', ' TypeScript', ' vue.js']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1236,Senior Fullstack Developer,"[' JavaScript', ' TypeScript', ' React', ' Node', ' HTML', ' CSS', ' Scala', ' English', ' Team player', ' Leadership skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' Git', ' Docker', ' AWS', ' Python', ' CouchDB', ' Akka', ' Play!', ' CoffeeScript', ' Hasura', ' PostgreSQL', ' Kubernetes']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1237,Senior Fullstack Developer,"[' .NET', ' Entity Framework', ' Azure', ' JavaScript', ' Angular', ' SQL', ' HTML', ' CSS', ' ASP.NET', ' English', ' React', ' Azure DevOps', ' ansible', ' jenkins', ' django', ' Flask', ' Team player', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (3 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
1238,Senior Fullstack Developer,"[' .NET', ' Entity Framework', ' Azure', ' JavaScript', ' Angular', ' SQL', ' HTML', ' CSS', ' ASP.NET', ' English', ' React', ' Azure DevOps', ' ansible', ' jenkins', ' django', ' Flask', ' Team player', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (3 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
1239,Senior Fullstack Developer,"[' .NET', ' Entity Framework', ' Azure', ' JavaScript', ' Angular', ' SQL', ' HTML', ' CSS', ' ASP.NET', ' English', ' React', ' Azure DevOps', ' ansible', ' jenkins', ' django', ' Flask', ' Team player', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (3 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
1240,Senior Fullstack Developer,"[' .NET', ' Entity Framework', ' Azure', ' JavaScript', ' Angular', ' SQL', ' HTML', ' CSS', ' ASP.NET', ' English', ' React', ' Azure DevOps', ' ansible', ' jenkins', ' django', ' Flask', ' Team player', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (3 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
1241,Senior Fullstack Developer,"[' Java', ' Spring', ' AWS', ' JavaScript/TypeScript', ' Problem solving', ' Proactivity', ' Docker', ' PostgreSQL', ' Node.js']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
1242,Senior Fullstack Developer,"[' JavaScript/Python', ' Angular/Vue.js/React', ' REST API', ' ORM', ' Web framework', ' AWS/Google Cloud/Azure', ' quality code', ' English', ' strategic thinking', ' React', ' Django']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1243,Senior FullStack Java Developer,"[' Java', ' Spring', ' Hibernate', ' REST', ' JUnit', ' JavaScript', ' HTML', ' CSS', ' English', ' Polish', ' Critical thinking', ' Problem solving', ' Git', ' Jenkins', ' Angular', ' AWS', ' SPA', ' Team player', ' Communication skills']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (4 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1244,Senior FullStack Java Developer,"[' Java', ' Spring', ' Hibernate', ' REST', ' JUnit', ' JavaScript', ' HTML', ' CSS', ' English', ' Polish', ' Critical thinking', ' Problem solving', ' Git', ' Jenkins', ' Angular', ' AWS', ' SPA', ' Team player', ' Communication skills']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (4 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1245,Senior FullStack Java Developer,"[' Java', ' Spring', ' Hibernate', ' REST', ' JUnit', ' JavaScript', ' HTML', ' CSS', ' English', ' Polish', ' Critical thinking', ' Problem solving', ' Git', ' Jenkins', ' Angular', ' AWS', ' SPA', ' Team player', ' Communication skills']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (4 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1246,Senior FullStack Java Developer,"[' Java', ' Spring', ' Hibernate', ' REST', ' JUnit', ' JavaScript', ' HTML', ' CSS', ' English', ' Polish', ' Critical thinking', ' Problem solving', ' Git', ' Jenkins', ' Angular', ' AWS', ' SPA', ' Team player', ' Communication skills']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (4 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1247,Senior Fullstack Java Engineer,"[' Java', ' Spring', ' JUnit', ' Angular', ' TypeScript', ' SQL', ' Spock', ' Linux', ' Docker', ' RabbitMQ/Kafka', ' English', ' Problem solving', ' Proactivity', ' Java EE', ' JavaScript', ' C++', ' RUST', ' Ansible', ' Prometheus', ' Kubernetes', ' CI/CD', ' Team player']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
1248,Senior Fullstack Java Engineer,"[' Java', ' Spring', ' JUnit', ' Angular', ' TypeScript', ' SQL', ' Spock', ' Linux', ' Docker', ' RabbitMQ/Kafka', ' English', ' Problem solving', ' Proactivity', ' Java EE', ' JavaScript', ' C++', ' RUST', ' Ansible', ' Prometheus', ' Kubernetes', ' CI/CD', ' Team player']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
1249,Senior Fullstack Java Engineer,"[' Java', ' Spring', ' Maven', ' English', ' Polish', ' Team player', ' Proactivity', ' eagerness to learn', ' Hibernate', ' REST', ' React', ' TypeScript', ' SQL', ' Docker', ' kafka', ' spring boot', ' artemis']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
1250,Senior Fullstack Java Engineer,"[' Java', ' Java EE', ' Hibernate', ' Git', ' Maven', ' Jenkins', ' Angular', ' docker', ' sonar', ' wildfly', ' eclipse', ' intelliJ', ' netbeans', ' svn', ' JavaFX', ' English', ' Team player']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (3 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1251,Senior Fullstack Java Engineer,"[' Java', ' Spring', ' JavaScript', ' Angular', ' English', ' Hibernate', ' Node', ' TypeScript', ' python', ' shell', ' bootstrap']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1252,Senior FullStack .NET Developer,"[' .NET', ' JavaScript', ' TypeScript', ' C#', ' Team player', ' Communication skills', ' Problem solving', ' React', ' AngularJS']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1253,Senior Fullstack .NET Developer,"[' .NET', ' JavaScript', ' Angular', ' SQL', ' TypeScript', ' Entity Framework', ' REST', ' MS SQL', ' Docker', ' event sourcing', ' CQRS', ' microservices', ' DDD', ' Critical thinking', ' Problem solving']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1254,Senior Fullstack .NET Engineer,"[' .NET', ' SQL Server', ' JavaScript', ' jQuery', ' ASP.NET MVC', ' HTML 5', ' NoSQL', ' elasticsearch', ' hadoop', ' Apache Stark', ' Storm']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
