,Role,Tags,Additional
460,IT technikus - Győr,"[' társalgási szintű német nyelvismeret', ' középfokú végzettség', ' informatikai alapismeretek', ' nyitott új ismeretek elsajátítására', ' Communication skills', ' Problem solving', ' Linux', ' SQL', ' Windows', ' Microsoft', ' AIX', ' DB2', ' Oracle', ' English']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
461,IT Test Coordinator in Vienna,"[' Selenium', ' JIRA', ' Sapphire', ' English', ' Communication skills', ' Leadership skills', ' regression testing', ' Team player', ' Critical thinking', ' Problem solving']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Temporary contract (3 years) ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' No '}"
462,IT üzemeltető,"[' Windows', ' Active Directory', ' Microsoft', ' Team player', ' Communication skills', ' Problem solving', ' Linux', ' SQL', ' Windows Server', ' VMware']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No ', ' 2 műszakos munkarend (7-19, 19-7) ': None}"
463,Java / Angular fullstack developer,"[' Java', ' Spring', ' Hibernate', ' Git', ' REST', ' JavaScript', ' Angular', ' HTML', ' CSS', ' TypeScript', ' SQL', ' English', ' Team player', ' Jenkins', ' Docker', ' PostgreSQL', ' Android', ' Google Cloud', ' Leadership skills', ' Problem solving', ' Proactivity']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
464,Java Architect,"[' Java', ' Git', ' Linux', ' SOA', ' English', ' Polish', ' Team player', ' Communication skills', ' Problem solving', ' Network protocols', ' Jenkins', ' SDN', ' NFV', ' OSGi', ' C++', ' Critical thinking']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
465,Java Backend Developer,"[' Java', ' Spring', ' Hibernate', ' Maven', ' JUnit', ' Oracle DB', ' English', ' Team player', ' analytical skills']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
466,Java Backend Engineer in Vienna,"[' Java', ' Spring', ' Jenkins', ' CI/CD pipeline', ' DevOps', ' English', ' good understanding of agile development', ' Team player', ' Critical thinking', ' Problem solving']","{' Start ': ' ASAP ', ' Contract duration ': ' Temporary contract (3 years) ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' No '}"
467,Java Cloud Developer (Germany),"[' Java', ' Spring', ' Git', ' REST', ' Maven', ' CI/CD', ' English', ' Jenkins', ' JUnit', ' JPA', ' SQL', ' Docker', ' AWS', ' Apigee', ' XP']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Freedom to choose tools ': ' Yes '}"
468,Java Cloud Developer (Germany),"[' Java', ' Spring', ' Git', ' REST', ' Maven', ' CI/CD', ' English', ' Jenkins', ' JUnit', ' JPA', ' SQL', ' Docker', ' AWS', ' Apigee', ' XP']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Freedom to choose tools ': ' Yes '}"
469,Java Cloud Developer (Germany),"[' Java', ' Spring', ' Git', ' REST', ' Maven', ' CI/CD', ' English', ' Jenkins', ' JUnit', ' JPA', ' SQL', ' Docker', ' AWS', ' Apigee', ' XP']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Freedom to choose tools ': ' Yes '}"
470,Java Cloud Developer (Singapore),"[' Java', ' Spring', ' Git', ' Maven', ' JUnit', ' Spring Boot', ' English', ' Team player', ' Critical thinking', ' Jenkins', ' NoSQL', ' XP methodology', ' PaaS', ' Cloud Foundry', ' gRPC', ' RabbitMQ', ' Kafka', ' Aerospike', ' Avro', ' RPC']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Freedom to choose tools ': ' No '}"
471,Java Cloud Developer (Singapore),"[' Java', ' Spring', ' Git', ' Maven', ' JUnit', ' Spring Boot', ' English', ' Team player', ' Critical thinking', ' Jenkins', ' NoSQL', ' XP methodology', ' PaaS', ' Cloud Foundry', ' gRPC', ' RabbitMQ', ' Kafka', ' Aerospike', ' Avro', ' RPC']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Freedom to choose tools ': ' No '}"
472,Java Cloud Developer (Singapore),"[' Java', ' Spring', ' Git', ' Maven', ' JUnit', ' Spring Boot', ' English', ' Team player', ' Critical thinking', ' Jenkins', ' NoSQL', ' XP methodology', ' PaaS', ' Cloud Foundry', ' gRPC', ' RabbitMQ', ' Kafka', ' Aerospike', ' Avro', ' RPC']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Freedom to choose tools ': ' No '}"
473,Java Cloud Developer (USA),"[' Java', ' Spring', ' Git', ' REST', ' microservices', ' English', ' Jenkins', ' JavaScript', ' HTML', ' CSS', ' React', ' Cloud Foundry', ' Automotive', ' pair-programming', ' Redis', ' MongoDB']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Freedom to choose tools ': ' No '}"
474,Java Cloud Developer (USA),"[' Java', ' Spring', ' Git', ' REST', ' microservices', ' English', ' Jenkins', ' JavaScript', ' HTML', ' CSS', ' React', ' Cloud Foundry', ' Automotive', ' pair-programming', ' Redis', ' MongoDB']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Freedom to choose tools ': ' No '}"
475,Java Cloud Developer (USA),"[' Java', ' Spring', ' Git', ' REST', ' microservices', ' English', ' Jenkins', ' JavaScript', ' HTML', ' CSS', ' React', ' Cloud Foundry', ' Automotive', ' pair-programming', ' Redis', ' MongoDB']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Freedom to choose tools ': ' No '}"
476,Java Developer,"[' Java', ' Spring', ' Hibernate', ' Git', ' REST', ' JUnit', ' Docker', ' English', ' Team player', ' Communication skills', ' AWS', ' Mickito', ' Jackson', ' AngularJS', ' Scala', ' microservices', ' Kubernetes', ' RabbitMQ', ' Critical thinking', ' Problem solving', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
477,Java Developer,"[' Java', ' Spring', ' Hibernate', ' Git', ' REST', ' Maven', ' Java EE', ' SQL', ' English', ' Team player', ' Docker', ' NoSQL', ' AWS', ' DevOps', ' Vert.x']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
478,Java Developer,"[' Java', ' Spring', ' Git', ' Java EE', ' Jenkins', ' SQL', ' English', ' AWS', ' Tomcat', ' Wildfly', ' GC', ' Python']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
479,JAVA Developer,"[' Java', ' Java 8-12 on the OCP level', ' object-oriented programming', ' Communication skills', ' Basic architectural knowledge', ' ""Software craftsman"" spirit', ' work inside the self-organizing team', ' Thirst for knowledge', ' motivation to self-education', ' Git', ' MongoDB', ' TDD/BDD', ' DDD', ' Hexagonal architecture', ' ES', ' CQRS', ' Spring Boot', ' Kafka or RabbitMQ', ' Gradle', ' Kubernetes', ' Knowledge in field of the  Distributed S']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
480,Java Developer,"[' Java', ' Spring', ' Hibernate', ' Git', ' REST', ' Maven', ' JPA', ' SQL', ' Docker', ' AWS', ' Kubernetes', ' English', ' Polish', ' Team player', ' Critical thinking', ' Problem solving', ' Proactivity', ' Elasticsearch', ' Mongodb', ' Contact with the client']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes  (4000 PLN) ', ' Freedom to choose tools ': ' Yes '}"
481,Java Developer,"[' Java', ' Spring', ' Hibernate', ' Git', ' REST', ' Maven', ' JPA', ' SQL', ' Docker', ' AWS', ' Kubernetes', ' English', ' Polish', ' Team player', ' Critical thinking', ' Problem solving', ' Proactivity', ' Elasticsearch', ' Mongodb', ' Contact with the client']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes  (4000 PLN) ', ' Freedom to choose tools ': ' Yes '}"
482,Java Developer,"[' Java', ' Spring', ' Hibernate', ' Git', ' REST', ' Maven', ' JPA', ' SQL', ' Docker', ' AWS', ' Kubernetes', ' English', ' Polish', ' Team player', ' Critical thinking', ' Problem solving', ' Proactivity', ' Elasticsearch', ' Mongodb', ' Contact with the client']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes  (4000 PLN) ', ' Freedom to choose tools ': ' Yes '}"
483,Java Developer,"[' Java', ' Git', ' Jenkins', ' SQL', ' Linux', ' English', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Agile', ' Docker', ' Kubernets', ' Integration', ' Containerization']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
484,Java Developer,"[' Java', ' Spring', ' Git', ' Maven', ' JUnit', ' JPA', ' Docker', ' NoSQL', ' microservices', ' English', ' Polish', ' Hibernate', ' REST', ' Jenkins', ' AWS', ' Linux', ' Elasticsearch', ' kafka', ' redis', ' DDD']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
485,Java Developer,"[' Java', ' Spring', ' REST', ' JUnit', ' JPA', ' SQL', ' JPA/Hibernate', ' English', ' Polish', ' Team player', ' 2 years of professional expierience', ' Hibernate', ' Git', ' Jenkins', ' Docker', ' AWS', ' Linux', ' PostgreSQL', ' Elasticsearch', ' Spring Data', ' Microservices', ' DDD', ' TDD', ' React']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
486,Java Developer,"[' Java', ' Git', ' Java EE', ' at least 2 years exp in coding', ' Spring', ' Hibernate', ' REST', ' Elasticsearch', ' Magnolia CMS', ' gradle', ' English']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
487,Java Developer,"[' Java', ' Spring', ' Hibernate', ' Git', ' SQL', ' Design Patterns', ' JUnit/Spock', ' Spring Cloud', ' JMS', ' Maven', ' Docker', ' Elasticsearch', ' JSF', ' Web Services (REST)', ' Hadoop', ' Apache Solr', ' English', ' teamwork', ' analytical skills', ' quick learning', ' sense of humor']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
488,Java Developer,"[' Java', ' Git', ' SpringBoot', ' Spring Webflux', ' RxJava', ' Rest API', ' English', ' Polish', ' Spring Gateway', ' Spring Eureka', ' Spring Data', ' Liquibase']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Temporary contract (1 year) ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
489,Java Developer,"[' Java', ' Maven', ' Jenkins', ' SQL', ' PowerShell', ' continuous integration', ' continuous delivery', ' Scrum', ' English', ' Spring', ' REST', ' Microservices']","{' Job profile ': ' Mainly new features ', ' Start ': ' 2020-02-03 ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
490,Java Developer,"[' Java', ' Git', ' REST', ' Maven', ' JUnit', ' Tomcat', ' SOAP', ' Polish', ' Communication skills', ' Problem solving', ' Spring', ' Hibernate', ' JPA', ' SQL', ' Docker', ' Elasticsearch', ' JBoss', ' Hadoop', ' Hive', ' HBase', ' Storm', ' Cassandra', ' SOA', ' JEE', ' Apache CXF', ' Spring MVC', ' Spring Data', ' Spring Boot', ' Spring Core', ' Spring Cloud', ' English', ' Team player', ' Critical thinking', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
491,Java Developer,"[' Java', ' SQL', ' Spring', ' Linux']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' 50 % ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
